id,initial_invt,monthly_invt,x_1,x_2,x_3,x_4,x_5,x_6,x_7,w_1,w_2,w_3,w_4,w_5,w_6,w_7,PC Date
1905,7100,1240,NYSEARCA:RYE,NYSEARCA:XOP,NYSEARCA:PXE,NYSEARCA:IYM,,,,0.371232753,0.185386868,0.057227742,0.386152636,,,,22/11/2008
1906,13400,2080,NYSEARCA:PXE,NYSEARCA:PXI,NYSEARCA:XME,NYSEARCA:XLB,,,,0.592465206,0.354503494,0.039425402,0.013605898,,,,28/11/2008
1907,14800,3640,NYSEARCA:IYE,NYSEARCA:PXJ,NYSEARCA:XES,NYSEARCA:EWC,NYSEARCA:PTH,,,0.358604946,0.428241328,0.035621355,0.003671342,0.173861029,,,7/5/2009
1908,9600,390,NYSEARCA:PXJ,NYSEARCA:PXI,NYSEARCA:XME,NYSEARCA:EVX,,,,0.481736677,0.300612704,0.06972616,0.147924458,,,,11/3/2009
1909,4300,470,NYSEARCA:XOP,NYSEARCA:PXJ,NYSEARCA:EWC,,,,,0.446752762,0.177824915,0.375422323,,,,,5/4/2008
1910,9200,1060,NYSEARCA:IEO,NYSEARCA:VDE,NYSEARCA:IYM,NYSEARCA:VAW,NYSEARCA:PYZ,,,0.515394631,0.105817091,0.226452373,0.021138704,0.131197201,,,26/5/2009
1911,12000,1290,NYSEARCA:IYE,NYSEARCA:PXJ,NYSEARCA:VDE,NYSEARCA:JKH,,,,0.505432151,0.29108616,0.039572897,0.163908792,,,,20/11/2008
1912,10200,3040,NYSEARCA:IEO,NYSEARCA:XOP,NYSEARCA:XES,NYSEARCA:VAW,NYSEARCA:PYZ,,,0.524847291,0.136004568,0.02070602,0.146315482,0.172126638,,,13/5/2008
1913,15900,2580,NYSEARCA:XOP,NYSEARCA:XES,NYSEARCA:PXI,NYSEARCA:VAW,NYSEARCA:PYZ,,,0.502727199,0.153185328,0.127891584,0.065826326,0.150369562,,,22/1/2009
1914,8200,1830,NYSEARCA:RYE,NYSEARCA:PXJ,NYSEARCA:XME,NYSEARCA:IGV,,,,0.6181861,0.182945978,0.020195602,0.17867232,,,,27/5/2009
1915,16100,830,NYSEARCA:XES,NYSEARCA:XME,NYSEARCA:JKH,NYSEARCA:EVX,,,,0.566536883,0.158352756,0.225185106,0.049925255,,,,7/3/2009
1916,4100,140,NYSEARCA:RYE,NYSEARCA:XME,NYSEARCA:EWC,NYSEARCA:IGM,,,,0.687599953,0.027223524,0.232464269,0.052712254,,,,2/3/2009
1917,10600,2610,NYSEARCA:IEZ,NYSEARCA:PXI,NYSEARCA:XME,NYSEARCA:FVL,,,,0.493767291,0.227911014,0.00293377,0.275387925,,,,15/6/2008
1918,4700,930,NYSEARCA:XOP,NYSEARCA:VDE,NYSEARCA:XES,NYSEARCA:JKH,,,,0.496723702,0.120548722,0.20416551,0.178562066,,,,25/12/2008
1919,13900,570,NYSEARCA:XES,NYSEARCA:XME,NYSEARCA:IYM,NYSEARCA:EVX,NYSEARCA:IGM,,,0.563864117,0.059603061,0.247595202,0.014265966,0.114671654,,,6/7/2008
1920,11800,3240,NYSEARCA:PXJ,NYSEARCA:XES,NYSEARCA:XLE,NYSEARCA:IYM,NYSEARCA:VOT,,,0.319049837,0.214552699,0.076141688,0.273422953,0.116832822,,,2/7/2008
1921,7200,1290,NYSEARCA:IEZ,NYSEARCA:PXI,NYSEARCA:EVX,NYSEARCA:IGM,,,,0.61549757,0.113205726,0.094871765,0.176424939,,,,2/4/2008
1922,1400,380,NYSEARCA:XOP,NYSEARCA:PXJ,NYSEARCA:ITA,,,,,0.39118436,0.28958699,0.31922865,,,,,23/10/2008
1923,8800,330,NYSEARCA:IYE,NYSEARCA:PXE,NYSEARCA:FVL,,,,,0.445451012,0.452437996,0.102110992,,,,,26/4/2008
1924,19000,3140,NYSEARCA:XOP,NYSEARCA:IYE,NYSEARCA:XES,NYSEARCA:EWC,NYSEARCA:IGM,,,0.421778583,0.141308361,0.161189313,0.22865895,0.047064793,,,10/7/2008
1925,6700,920,NYSEARCA:XOP,NYSEARCA:PXE,NYSEARCA:VDE,NYSEARCA:XES,NYSEARCA:PYZ,,,0.398974064,0.11734915,0.211083094,0.06230449,0.210289202,,,27/1/2009
1926,2000,500,NYSEARCA:RYE,NYSEARCA:PXI,NYSEARCA:XME,NYSEARCA:IYM,NYSEARCA:IGM,,,0.737834615,0.016446923,0.037072139,0.08697523,0.121671093,,,29/6/2008
1927,15100,3340,NYSEARCA:RYE,NYSEARCA:IYM,NYSEARCA:VOT,,,,,0.717770759,0.199271699,0.082957542,,,,,5/4/2008
1928,16900,4570,NYSEARCA:IEZ,NYSEARCA:XOP,NYSEARCA:PXE,NYSEARCA:JKH,NYSEARCA:FVL,,,0.300939281,0.36502322,0.07208145,0.176067415,0.085888633,,,8/4/2009
1929,14000,3690,NYSEARCA:PXJ,NYSEARCA:XLE,NYSEARCA:PXI,NYSEARCA:EWC,NYSEARCA:JKH,,,0.457877326,0.052480219,0.127237153,0.338279982,0.024125319,,,4/4/2009
1930,6800,1890,NYSEARCA:IEZ,NYSEARCA:PXI,NYSEARCA:XME,NYSEARCA:FVL,NYSEARCA:EVX,,,0.560046107,0.113930049,0.022602503,0.152439293,0.150982049,,,3/2/2008
1931,3500,310,NYSEARCA:PXJ,NYSEARCA:XLE,NYSEARCA:PXI,NYSEARCA:IYM,NYSEARCA:FVL,,,0.421320815,0.058940355,0.246278724,0.190677325,0.082782781,,,23/4/2008
1932,9300,2560,NYSEARCA:IEZ,NYSEARCA:IYE,NYSEARCA:PXE,NYSEARCA:FVL,NYSEARCA:EVX,,,0.35989924,0.030688961,0.369046383,0.106013899,0.134351517,,,25/4/2008
1933,12400,2800,NYSEARCA:IYE,NYSEARCA:PXE,NYSEARCA:PYZ,NYSEARCA:VOT,,,,0.462475082,0.457059551,0.003766038,0.076699329,,,,28/3/2009
1934,4200,900,NYSEARCA:RYE,NYSEARCA:PXJ,NYSEARCA:VDE,NYSEARCA:XME,NYSEARCA:IGV,,,0.580883797,0.131084247,0.121997392,0.010853226,0.155181339,,,31/7/2008
1935,17400,2310,NYSEARCA:RYE,NYSEARCA:XES,NYSEARCA:XME,NYSEARCA:JKH,NYSEARCA:EVX,,,0.652711015,0.118478999,0.041731673,0.053730474,0.133347839,,,26/1/2009
1936,600,120,NYSEARCA:XOP,NYSEARCA:PXE,NYSEARCA:JKH,NYSEARCA:IGM,,,,0.527881067,0.347760188,0.044838374,0.079520372,,,,14/4/2008
1937,1300,310,NYSEARCA:PXJ,NYSEARCA:XES,NYSEARCA:XLE,NYSEARCA:RYH,,,,0.518035418,0.171165939,0.128330348,0.182468294,,,,24/4/2009
1938,2300,340,NYSEARCA:XOP,NYSEARCA:IYE,NYSEARCA:PXE,NYSEARCA:PPA,NYSEARCA:RYH,,,0.501245084,0.255964807,0.118168783,0.093247353,0.031373973,,,10/3/2008
1939,3900,710,NYSEARCA:PXE,NYSEARCA:XES,NYSEARCA:XME,NYSEARCA:JKH,NYSEARCA:EVX,,,0.532539649,0.257925617,0.043892919,0.119452728,0.046189087,,,3/10/2008
1940,12100,1460,NYSEARCA:IEO,NYSEARCA:IEZ,NYSEARCA:XOP,NYSEARCA:IYE,NYSEARCA:XLB,,,0.432207271,0.037974814,0.141053941,0.167192649,0.221571326,,,8/3/2008
1941,2300,600,NYSEARCA:XES,NYSEARCA:EWC,NYSEARCA:RYH,,,,,0.631248137,0.304733619,0.064018244,,,,,8/6/2009
1942,16900,4980,NYSEARCA:IYE,NYSEARCA:VDE,NYSEARCA:XES,NYSEARCA:IYM,NYSEARCA:VOT,,,0.343017029,0.291064822,0.13307759,0.214136181,0.018704378,,,2/1/2008
1943,13600,1190,NYSEARCA:RYE,NYSEARCA:IYE,NYSEARCA:VDE,NYSEARCA:FVL,,,,0.574835676,0.142454742,0.114277779,0.168431803,,,,14/2/2009
1944,4200,930,NYSEARCA:IEZ,NYSEARCA:PXI,NYSEARCA:XME,NYSEARCA:JKH,,,,0.563425532,0.087078599,0.034143136,0.315352733,,,,18/1/2008
1945,7400,740,NYSEARCA:IEO,NYSEARCA:XOP,NYSEARCA:XES,NYSEARCA:EWC,NYSEARCA:VOT,,,0.56413551,0.046395278,0.057306037,0.242954675,0.0892085,,,26/3/2008
1946,10700,1460,NYSEARCA:RYE,NYSEARCA:VDE,NYSEARCA:PXI,NYSEARCA:PYZ,,,,0.527134517,0.242548177,0.023325591,0.206991715,,,,31/8/2008
1947,18300,3410,NYSEARCA:IEZ,NYSEARCA:XOP,NYSEARCA:PXE,NYSEARCA:EWC,NYSEARCA:IYM,,,0.201633813,0.29155939,0.075446425,0.376520008,0.054840364,,,27/6/2009
1948,4500,1270,NYSEARCA:RYE,NYSEARCA:XOP,NYSEARCA:EWC,NYSEARCA:FVL,NYSEARCA:EVX,,,0.471671999,0.288385875,0.134232026,0.060296587,0.045413513,,,6/5/2008
1949,9100,720,NYSEARCA:VDE,NYSEARCA:XES,NYSEARCA:IYM,NYSEARCA:RYH,,,,0.503820332,0.35317894,0.061832537,0.081168191,,,,22/3/2008
1950,17400,2780,NYSEARCA:RYE,NYSEARCA:IEZ,NYSEARCA:IHF,,,,,0.40105926,0.352247865,0.246692874,,,,,17/6/2009
1951,1700,280,NYSEARCA:IEO,NYSEARCA:RYE,NYSEARCA:EWC,NYSEARCA:JKH,,,,0.35991774,0.363483741,0.149201665,0.127396854,,,,27/11/2008
1952,1200,170,NYSEARCA:PXE,NYSEARCA:EVX,NYSEARCA:IGM,,,,,0.918528096,0.016758596,0.064713308,,,,,3/10/2008
1953,12800,3350,NYSEARCA:PXJ,NYSEARCA:FVL,NYSEARCA:IGM,,,,,0.727850899,0.095107204,0.177041897,,,,,23/1/2009
1954,3600,780,NYSEARCA:PXJ,NYSEARCA:XES,NYSEARCA:XLE,NYSEARCA:IYM,NYSEARCA:IGM,,,0.363276628,0.219649556,0.06676339,0.209929237,0.140381189,,,2/4/2009
1955,5300,1210,NYSEARCA:IEO,NYSEARCA:XOP,NYSEARCA:XES,NYSEARCA:EWC,NYSEARCA:JKH,,,0.584206174,0.02542207,0.063842231,0.205032967,0.121496558,,,1/5/2009
1956,11100,2760,NYSEARCA:IYE,NYSEARCA:EWC,NYSEARCA:PTH,,,,,0.87185634,0.103102615,0.025041045,,,,,31/3/2009
1957,5600,250,NYSEARCA:XOP,NYSEARCA:XES,NYSEARCA:JKH,NYSEARCA:FVL,,,,0.541128343,0.24478461,0.104264144,0.109822902,,,,22/4/2008
1958,17500,1660,NYSEARCA:IYE,NYSEARCA:PXJ,NYSEARCA:PXE,NYSEARCA:PPA,NYSEARCA:RYH,,,0.112875824,0.378294244,0.362556011,0.045305418,0.100968502,,,31/3/2008
1959,4600,160,NYSEARCA:XES,NYSEARCA:XLE,NYSEARCA:ITA,,,,,0.580139855,0.056564618,0.363295526,,,,,7/1/2008
1960,19900,1730,NYSEARCA:XOP,NYSEARCA:PXE,NYSEARCA:FVL,NYSEARCA:IGM,,,,0.516217436,0.341482999,0.09420595,0.048093615,,,,9/9/2008
1961,16900,530,NYSEARCA:IEO,NYSEARCA:XOP,NYSEARCA:XES,NYSEARCA:EWC,NYSEARCA:IGV,,,0.625781848,0.025794643,0.081896979,0.123470701,0.143055828,,,31/1/2008
1962,14800,3830,NYSEARCA:IEZ,NYSEARCA:XOP,NYSEARCA:IYE,NYSEARCA:PXE,NYSEARCA:EVX,,,0.307551291,0.38002345,0.002790142,0.085196155,0.224438964,,,17/1/2008
1963,9500,2350,NYSEARCA:RYE,NYSEARCA:PXE,NYSEARCA:EWC,NYSEARCA:JKH,,,,0.525638829,0.229443326,0.183352689,0.061565157,,,,28/6/2008
1964,3200,780,NYSEARCA:RYE,NYSEARCA:XES,NYSEARCA:IYM,NYSEARCA:IGM,,,,0.651447324,0.121734364,0.0981824,0.128635912,,,,30/4/2009
1965,19100,4350,NYSEARCA:IEO,NYSEARCA:IYE,NYSEARCA:FVL,NYSEARCA:EVX,NYSEARCA:IGV,,,0.772485793,0.020411914,0.035890509,0.005571825,0.165639959,,,8/2/2009
1966,18500,3060,NYSEARCA:IEO,NYSEARCA:IYE,NYSEARCA:IYM,,,,,0.412384292,0.15134056,0.436275148,,,,,17/12/2008
1967,4700,280,NYSEARCA:PXJ,NYSEARCA:PXE,NYSEARCA:EWC,NYSEARCA:IGM,,,,0.281574009,0.435932319,0.231637578,0.050856095,,,,7/5/2009
1968,8800,2400,NYSEARCA:PXE,NYSEARCA:ITA,NYSEARCA:XME,,,,,0.631411263,0.221130566,0.147458171,,,,,9/2/2008
1969,3500,340,NYSEARCA:XOP,NYSEARCA:PXE,NYSEARCA:XME,NYSEARCA:JKH,NYSEARCA:EVX,,,0.488406017,0.310365145,0.05124593,0.125822191,0.024160717,,,24/2/2009
1970,9500,1600,NYSEARCA:PXE,NYSEARCA:IHI,NYSEARCA:XME,,,,,0.682613518,0.144325164,0.173061318,,,,,19/2/2008
1971,17700,2400,NYSEARCA:RYE,NYSEARCA:IYE,NYSEARCA:PXJ,NYSEARCA:PXE,NYSEARCA:VOT,,,0.524571159,0.059361846,0.044270322,0.227556827,0.144239846,,,17/12/2008
1972,3500,870,NYSEARCA:IYE,NYSEARCA:PXJ,NYSEARCA:IHF,,,,,0.303753638,0.498502283,0.197744079,,,,,26/10/2008
1973,8300,1620,NYSEARCA:XOP,NYSEARCA:XES,NYSEARCA:EWC,NYSEARCA:IYM,,,,0.439395002,0.182549029,0.306801072,0.071254897,,,,18/10/2008
1974,1800,280,NYSEARCA:XOP,NYSEARCA:PXE,NYSEARCA:EWC,NYSEARCA:IYM,NYSEARCA:RYH,,,0.544161492,0.286191797,0.099106472,0.013469469,0.05707077,,,28/5/2008
1975,15600,1020,NYSEARCA:XOP,NYSEARCA:XES,NYSEARCA:EWC,NYSEARCA:IGV,,,,0.472746622,0.234913494,0.223586228,0.068753655,,,,20/2/2009
1976,4100,820,NYSEARCA:RYE,NYSEARCA:IYE,NYSEARCA:PXE,NYSEARCA:XME,NYSEARCA:IGV,,,0.562263805,0.070721071,0.223464799,0.013569561,0.129980765,,,26/4/2009
1977,8800,1540,NYSEARCA:RYE,NYSEARCA:XES,NYSEARCA:XME,NYSEARCA:VOT,,,,0.668644569,0.109790706,0.039302105,0.18226262,,,,27/1/2009
1978,6900,1290,NYSEARCA:XOP,NYSEARCA:PXE,NYSEARCA:XES,NYSEARCA:JKH,NYSEARCA:EVX,,,0.443692442,0.16336813,0.215211478,0.129004052,0.048723898,,,22/1/2009
1979,19600,3100,NYSEARCA:IEZ,NYSEARCA:PXE,NYSEARCA:IYM,NYSEARCA:EVX,NYSEARCA:IGM,,,0.381182097,0.371323935,0.048586763,0.058112542,0.140794663,,,19/2/2008
1980,14300,1400,NYSEARCA:IEO,NYSEARCA:RYE,NYSEARCA:IEZ,NYSEARCA:JKH,NYSEARCA:EVX,,,0.35701506,0.346993718,0.08326235,0.070648499,0.142080373,,,12/2/2008
1981,18200,4350,NYSEARCA:XES,NYSEARCA:XME,NYSEARCA:IYM,NYSEARCA:JKH,,,,0.550694755,0.048018382,0.259169607,0.142117257,,,,5/9/2008
1982,8200,1490,NYSEARCA:IEZ,NYSEARCA:XOP,NYSEARCA:PXE,NYSEARCA:IYM,NYSEARCA:PYZ,,,0.104383914,0.345734688,0.175534467,0.278102826,0.096244105,,,19/11/2008
1983,4300,190,NYSEARCA:IYE,NYSEARCA:PXI,NYSEARCA:XME,NYSEARCA:JKH,,,,0.751061124,0.075035053,0.084548694,0.089355129,,,,3/11/2008
1984,7200,1970,NYSEARCA:IYE,NYSEARCA:VDE,NYSEARCA:XES,NYSEARCA:PXI,NYSEARCA:IYM,,,0.324653173,0.260826853,0.125080006,0.06991495,0.219525018,,,1/5/2008
1985,11100,1380,NYSEARCA:XOP,NYSEARCA:XES,NYSEARCA:PYZ,NYSEARCA:EVX,,,,0.557101002,0.258343036,0.010376165,0.174179797,,,,20/4/2009
1986,15800,1550,NYSEARCA:RYE,NYSEARCA:IYE,NYSEARCA:IYM,NYSEARCA:FVL,NYSEARCA:IGV,,,0.603290584,0.253051546,0.013754413,0.025363378,0.104540079,,,9/10/2008
1987,7600,1470,NYSEARCA:IEO,NYSEARCA:FVL,NYSEARCA:VOT,,,,,0.749481924,0.183099248,0.067418828,,,,,28/7/2008
1988,17400,4710,NYSEARCA:IEO,NYSEARCA:XOP,NYSEARCA:VDE,NYSEARCA:PYZ,,,,0.439318661,0.155611104,0.112035597,0.293034638,,,,17/5/2008
1989,9800,2380,NYSEARCA:XES,NYSEARCA:PXI,NYSEARCA:EVX,,,,,0.491432428,0.422167148,0.086400424,,,,,2/11/2008
1990,16300,3880,NYSEARCA:RYE,NYSEARCA:XBI,NYSEARCA:XES,,,,,0.44864099,0.364254393,0.187104617,,,,,17/4/2009
1991,12600,2860,NYSEARCA:XOP,NYSEARCA:PXE,NYSEARCA:VDE,NYSEARCA:XES,NYSEARCA:IYM,,,0.343900281,0.142250501,0.166108285,0.032337192,0.315403741,,,10/10/2008
1992,7300,1690,NYSEARCA:RYE,NYSEARCA:PXE,NYSEARCA:EVX,NYSEARCA:IGM,,,,0.583867057,0.284845789,0.014418467,0.116868687,,,,1/3/2009
1993,5700,120,NYSEARCA:XOP,NYSEARCA:PXI,NYSEARCA:XME,NYSEARCA:EVX,,,,0.64551065,0.159667221,0.078843483,0.115978646,,,,7/6/2009
1994,7900,380,NYSEARCA:PXJ,NYSEARCA:PXI,NYSEARCA:EWC,NYSEARCA:IGV,,,,0.526557601,0.113154181,0.312965383,0.047322835,,,,7/2/2009
1995,16900,1870,NYSEARCA:XOP,NYSEARCA:XES,NYSEARCA:PYZ,,,,,0.546517924,0.164157012,0.289325064,,,,,6/4/2008
1996,4500,1040,NYSEARCA:XOP,NYSEARCA:PXJ,NYSEARCA:PXE,NYSEARCA:VDE,NYSEARCA:EVX,,,0.413365815,0.230077571,0.114873691,0.075321764,0.16636116,,,19/2/2008
1997,8900,1950,NYSEARCA:RYE,NYSEARCA:PXJ,NYSEARCA:PPA,NYSEARCA:RYH,,,,0.585157783,0.218960597,0.13628466,0.05959696,,,,24/4/2009
1998,3700,140,NYSEARCA:PXE,NYSEARCA:XES,NYSEARCA:XME,NYSEARCA:EVX,NYSEARCA:IGM,,,0.535527026,0.266229323,0.049527445,0.038619121,0.110097086,,,12/3/2009
1999,9300,1550,NYSEARCA:PXJ,NYSEARCA:XLE,NYSEARCA:PXI,NYSEARCA:XME,NYSEARCA:VOT,,,0.428070076,0.100405618,0.285415336,0.048587337,0.137521632,,,3/9/2008
2000,18000,2240,NYSEARCA:IYE,NYSEARCA:PXJ,NYSEARCA:PXE,NYSEARCA:RYH,,,,0.127137618,0.375982182,0.369863981,0.127016219,,,,21/2/2009
2001,8400,1610,NYSEARCA:XOP,NYSEARCA:PXI,NYSEARCA:PYZ,,,,,0.628400189,0.238122363,0.133477447,,,,,7/7/2008
2002,12200,2180,NYSEARCA:XOP,NYSEARCA:IYE,NYSEARCA:XME,NYSEARCA:PTH,,,,0.518187488,0.244047166,0.101249903,0.136515444,,,,5/1/2009
2003,3300,620,NYSEARCA:PXJ,NYSEARCA:XES,NYSEARCA:XME,NYSEARCA:EWC,NYSEARCA:IGM,,,0.294494945,0.262989436,0.014916021,0.375986215,0.051613384,,,17/3/2009
2004,19200,3350,NYSEARCA:XES,NYSEARCA:VAW,NYSEARCA:EVX,,,,,0.727407188,0.089869857,0.182722955,,,,,16/3/2009
2005,4900,860,NYSEARCA:XOP,NYSEARCA:IYE,NYSEARCA:XES,NYSEARCA:FVL,NYSEARCA:EVX,,,0.460470977,0.209949067,0.152117491,0.127987859,0.049474607,,,26/1/2009
2006,4900,510,NYSEARCA:IEO,NYSEARCA:RYE,NYSEARCA:IYM,NYSEARCA:VAW,,,,0.297888543,0.39661042,0.065293009,0.240208028,,,,13/2/2009
2007,5600,1510,NYSEARCA:PXJ,NYSEARCA:XES,NYSEARCA:EWC,NYSEARCA:IYM,NYSEARCA:EVX,,,0.294889831,0.258245147,0.345895704,0.058839472,0.042129847,,,22/5/2008
2008,2400,280,NYSEARCA:PXE,NYSEARCA:PXI,NYSEARCA:VAW,NYSEARCA:VOT,,,,0.832562918,0.097593195,0.019335793,0.050508095,,,,12/6/2009
2009,5300,1500,NYSEARCA:XOP,NYSEARCA:PXJ,NYSEARCA:PXE,NYSEARCA:EWC,NYSEARCA:VOT,,,0.377690787,0.187718719,0.113203448,0.284850877,0.036536169,,,7/8/2008
2010,9700,1310,NYSEARCA:PXJ,NYSEARCA:XLE,NYSEARCA:XME,NYSEARCA:FVL,NYSEARCA:IGV,,,0.539214991,0.178055653,0.05829466,0.011276517,0.21315818,,,27/9/2008
2011,1000,120,NYSEARCA:IEZ,NYSEARCA:IYM,NYSEARCA:FVL,NYSEARCA:EVX,,,,0.581187385,0.149044208,0.104322226,0.165446182,,,,4/3/2008
2012,8800,2390,NYSEARCA:IYE,NYSEARCA:VDE,NYSEARCA:PXI,NYSEARCA:VOT,,,,0.469880775,0.376649888,0.126377801,0.027091536,,,,26/9/2008
2013,3400,320,NYSEARCA:XOP,NYSEARCA:IYE,NYSEARCA:XES,NYSEARCA:EWC,NYSEARCA:EVX,,,0.413399616,0.161285402,0.148763901,0.231619338,0.044931742,,,11/6/2008
2014,15200,630,NYSEARCA:IEZ,NYSEARCA:XOP,NYSEARCA:PXE,NYSEARCA:JKH,,,,0.30377283,0.361918338,0.083028682,0.25128015,,,,22/9/2008
2015,13300,1250,NYSEARCA:IEZ,NYSEARCA:IYM,NYSEARCA:VAW,NYSEARCA:PYZ,,,,0.398477463,0.490560227,0.012121665,0.098840645,,,,5/2/2008
2016,6900,1000,NYSEARCA:XOP,NYSEARCA:PXE,NYSEARCA:XES,NYSEARCA:RYH,,,,0.504769326,0.064704723,0.295704122,0.134821829,,,,23/4/2008
2017,5200,200,NYSEARCA:PXJ,NYSEARCA:PXE,NYSEARCA:PXI,NYSEARCA:IYM,,,,0.14361467,0.488075591,0.064264387,0.304045352,,,,13/6/2009
2018,3100,250,NYSEARCA:RYE,NYSEARCA:PXJ,NYSEARCA:PXE,NYSEARCA:EVX,NYSEARCA:IGM,,,0.532820416,0.091694136,0.227577152,0.017700651,0.130207645,,,20/5/2009
2019,17500,2440,NYSEARCA:IYE,NYSEARCA:PXE,NYSEARCA:XES,NYSEARCA:FVL,,,,0.306296847,0.402555021,0.146015222,0.14513291,,,,10/9/2008
2020,14200,3140,NYSEARCA:IEO,NYSEARCA:ITA,NYSEARCA:IHF,,,,,0.70096751,0.237387916,0.061644574,,,,,18/3/2009
2021,14500,1810,NYSEARCA:PXE,NYSEARCA:XES,NYSEARCA:JKH,NYSEARCA:EVX,,,,0.564020792,0.278441976,0.119487804,0.038049428,,,,11/4/2009
2022,18600,4120,NYSEARCA:IEO,NYSEARCA:RYE,NYSEARCA:FVL,NYSEARCA:IGV,,,,0.417906324,0.403744534,0.003540824,0.174808319,,,,25/3/2009
2023,7900,570,NYSEARCA:PXE,NYSEARCA:XME,NYSEARCA:EWC,NYSEARCA:IYM,,,,0.694718129,0.060379412,0.216753421,0.028149039,,,,8/1/2008
2024,17600,430,NYSEARCA:RYE,NYSEARCA:IYE,NYSEARCA:PXE,NYSEARCA:PPA,NYSEARCA:RYH,,,0.588318181,0.020775575,0.23056292,0.143543671,0.016799653,,,7/6/2008
2025,12200,2100,NYSEARCA:PXJ,NYSEARCA:VDE,NYSEARCA:XME,NYSEARCA:IGV,,,,0.327637597,0.508264681,0.028800539,0.135297183,,,,17/11/2008
2026,10100,2080,NYSEARCA:IEZ,NYSEARCA:PXI,NYSEARCA:VAW,NYSEARCA:PYZ,,,,0.375972881,0.416707693,0.115856608,0.091462819,,,,15/1/2008
2027,11800,2470,NYSEARCA:IEO,NYSEARCA:IYE,NYSEARCA:IYM,NYSEARCA:JKH,NYSEARCA:IGM,,,0.737158475,0.026687193,0.055357851,0.035243492,0.145552989,,,5/3/2008
2028,9300,450,NYSEARCA:PXJ,NYSEARCA:VDE,NYSEARCA:JKH,NYSEARCA:EVX,NYSEARCA:IGM,,,0.319334951,0.551339208,0.005522255,0.067625513,0.056178074,,,24/1/2008
2029,5200,750,NYSEARCA:XOP,NYSEARCA:PXJ,NYSEARCA:VDE,NYSEARCA:IYM,NYSEARCA:IGM,,,0.473966701,0.260403061,0.061864664,0.051151279,0.152614294,,,21/4/2008
2030,7100,340,NYSEARCA:RYE,NYSEARCA:PXJ,NYSEARCA:XME,NYSEARCA:JKH,,,,0.61037887,0.177591105,0.003644622,0.208385402,,,,31/3/2009
2031,18300,470,NYSEARCA:XOP,NYSEARCA:PXE,NYSEARCA:VDE,NYSEARCA:FVL,,,,0.458638487,0.169535286,0.233096126,0.138730101,,,,12/2/2009
2032,15400,2170,NYSEARCA:RYE,NYSEARCA:IYE,NYSEARCA:JKH,NYSEARCA:EVX,,,,0.591466344,0.269891871,0.037372942,0.101268843,,,,8/7/2008
2033,18700,930,NYSEARCA:RYE,NYSEARCA:XME,NYSEARCA:IYM,NYSEARCA:FVL,NYSEARCA:IGV,,,0.743920276,0.06754074,0.03913492,0.00429419,0.145109875,,,23/1/2008
2034,17000,1750,NYSEARCA:IYE,NYSEARCA:VDE,NYSEARCA:XES,NYSEARCA:XME,NYSEARCA:VOT,,,0.380749732,0.317834765,0.14009766,0.053508666,0.107809177,,,28/12/2008
2035,17600,880,NYSEARCA:XOP,NYSEARCA:PXE,NYSEARCA:VDE,NYSEARCA:XES,NYSEARCA:PXI,NYSEARCA:IYM,,0.348412186,0.130856339,0.129528131,0.04494026,0.055406403,0.29085668,,26/4/2008
2036,13300,2720,NYSEARCA:IEO,NYSEARCA:PXJ,NYSEARCA:XBI,NYSEARCA:ITA,,,,0.448339713,0.13991404,0.372451483,0.039294764,,,,10/4/2008
2037,12000,2920,NYSEARCA:PXE,NYSEARCA:XES,NYSEARCA:FVL,NYSEARCA:IGM,,,,0.564062547,0.279550984,0.07337027,0.0830162,,,,17/11/2008
2038,2800,140,NYSEARCA:VDE,NYSEARCA:XME,NYSEARCA:RYH,,,,,0.795549853,0.143818458,0.060631689,,,,,29/9/2008
2039,17400,2960,NYSEARCA:RYE,NYSEARCA:IEZ,NYSEARCA:IYE,NYSEARCA:EWC,NYSEARCA:JKH,,,0.460689214,0.200655637,0.002264626,0.213645806,0.122744716,,,13/4/2008
2040,18200,4860,NYSEARCA:RYE,NYSEARCA:IYE,NYSEARCA:PXE,NYSEARCA:PYZ,,,,0.486334808,0.085627634,0.196184162,0.231853396,,,,21/5/2008
2041,5500,1650,NYSEARCA:PXE,NYSEARCA:XES,NYSEARCA:JKH,NYSEARCA:FVL,NYSEARCA:EVX,,,0.556906616,0.275262629,0.066201814,0.072812144,0.028816797,,,12/6/2008
2042,16400,3040,NYSEARCA:IEO,NYSEARCA:XES,NYSEARCA:IYM,NYSEARCA:JKH,,,,0.675443397,0.071253582,0.026506338,0.226796683,,,,28/2/2008
2043,19000,5350,NYSEARCA:IYE,NYSEARCA:PXE,NYSEARCA:XES,NYSEARCA:IYM,NYSEARCA:VOT,,,0.260339956,0.392116993,0.118196327,0.187067033,0.042279691,,,24/10/2008
2044,10900,2710,NYSEARCA:IYE,NYSEARCA:VDE,NYSEARCA:PXI,NYSEARCA:XME,NYSEARCA:EVX,,,0.482875624,0.343531757,0.020879046,0.077167966,0.075545607,,,28/2/2008
2045,6000,1730,NYSEARCA:RYE,NYSEARCA:PXJ,NYSEARCA:VDE,NYSEARCA:IYM,NYSEARCA:EVX,,,0.561556513,0.082774118,0.187310115,0.034603954,0.1337553,,,14/7/2008
